Organization Name,Direct Cost,Indirect Cost,Funding
"FRIENDS RESEARCH INSTITUTE, INC.",3101395,904703,4006098
"DIAGNOSOFT, INC.",0,0,505012
"KENTUCKY IMAGING TECHNOLOGIES, LLC",0,0,148821
"COLLABORATIVE DRUG DISCOVERY, INC.",0,0,1542180
"MOLECULAR TARGETING TECHNOLOGIES, INC.",0,0,1078417
UNIVERSITY OF ALABAMA AT BIRMINGHAM,138272661,43002852,188847448
"US WORLDMEDS, LLC",5788110,954816,6742926
"BIOVIDRIA, INC.",0,0,100000
"SARFEZ PHARMACEUTICALS, INC.",0,0,276085
OHIOHEALTH RESEARCH INSTITUTE,287476,22998,310474
UNIVERSITY OF CENTRAL FLORIDA,5239152,1970634,7209786
"PRAXIS, INC.",0,0,981167
"ORBIS BIOSCIENCES, INC.",0,0,567629
"CDI BIOSCIENCE, INC.",269045,77639,346684
"SUNNY BIODISCOVERY, INC.",0,0,149451
"CLARIAN HEALTH PARTNERS, INC.",48250,16888,65138
"POLARIS HEALTH DIRECTIONS, INC.",0,0,480289
UT MD ANDERSON CANCER CTR,91180594,41363413,130803085
BIOCHEMANALYSIS CORPORATION,0,0,301159
"ADVOCATES FOR HUMAN POTENTIAL, INC.",0,0,998276
"ISA ASSOCIATES, INC.",0,0,1747299
SOCIETY FOR THE ADV CHICANOS/NATIVE AMER,1654500,132360,1786860
NEW YORK CITY HEALTH & HOSPITALS CORP,490527,218401,619876
"TF SENSORS, LLC",0,0,496489
"STEALTH BIOSCIENCES, INC.",0,0,316260
"SAVARA, INC.",0,0,1480722
UNIVERSITY OF LINCOLN,43047,3444,46491
SOCIETY FOR NEUROSCIENCE,342549,27403,369952
"NITRICGEN, INC.",0,0,259536
AMERICAN ASSOCIATION FOR CANCER RESEARCH,1097250,67380,1164630
"GENALYTE, INC.",0,0,1224338
QUEENSLAND UNIVERSITY OF TECHNOLOGY,212305,16984,229289
MOUNT SINAI SCHOOL OF MEDICINE,140656993,59618841,197480383
"PROTHERA BIOLOGICS, LLC",0,0,250566
"JARVIK HEART, INC.",0,0,733465
FENWAY COMMUNITY HEALTH CENTER,2253810,1376146,2602843
UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1523263,543157,2066420
UNIVERSITY OF NAIROBI,2385536,190843,2576379
SOUTHERN RESEARCH INSTITUTE,949478,1041099,6458448
AMERICAN PSYCHIATRIC FOUNDATION,91889,0,91889
CHIANG MAI UNIVERSITY,1445932,115675,1561607
"PRIMORIGEN BIOSCIENCES, INC.",0,0,1582152
"UNIVERSITY OF CALIFORNIA, MERCED",1803637,432612,2236249
UNIVERSITY OF COLORADO AT COLORADO SPGS,539207,106139,645346
"CVUS CLINICAL TRIALS, LLC",407982,230176,638158
RADIATION RESEARCH SOCIETY,7500,0,7500
KUAKINI MEDICAL CENTER,457760,188448,646208
"INSERT, INC.",0,0,216225
"ALBANY MOLECULAR RESEARCH, INC.",0,0,4471578
STATENS SERUM INSTITUTE,176397,12554,188951
ERNEST GALLO CLINIC AND RESEARCH CENTER,1260520,750363,2010883
"IONFIELD SYSTEMS, LLC",0,0,148850
ALTOR BIOSCIENCE CORPORATION,0,0,1062358
"ONCOTIDE PHARMACEUTICALS, INC.",0,0,449800
MAX PLANCK INSTITUTE OF BIOCHEMISTRY,53942,0,53942
"TRIBOLOGICS, LLC",0,0,338259
"TRIBOFILM RESEARCH, INC.",0,0,764625
"ANCERA, LLC",0,0,149949
"CHARLESSON, LLP",0,0,926459
"INTERAMERICAN HEART FOUNDATION, INC.",252191,6175,258366
"INDEVR, INC.",0,0,1280000
"TREVENA, INC.",1,0,1
BLUEFIELD STATE COLLEGE,99301,7944,107245
"GNUBIO, INC.",0,0,1471683
HEALTHPARTNERS INSTITUTE,2404852,961841,3366693
SEATTLE CHILDREN'S HOSPITAL,21625852,9171360,30652212
"HIGHLAND INSTRUMENTS, INC.",0,0,926055
BIOPICO,0,0,249586
UNIVERSITY OF NEWCASTLE,207630,14758,222388
"ZEN-BIO, INC.",0,0,289934
"PALO ALTO INSTITUTE FOR RES & EDU, INC.",12458974,3740842,16141630
CALIFORNIA STATE UNIVERSITY SAN MARCOS,1905522,547352,2434018
"WEINBERG MEDICAL PHYSICS, LLC",0,0,2538573
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,26156990,11592366,36942940
3-C INSTITUTE FOR SOCIAL DEVELOPMENT,0,0,2167342
"LYNNTECH, INC.",0,0,1567421
"ASURAGEN, INC.",0,0,1697810
"ADVANCED GENOMIC TECHNOLOGY, LLC",0,0,199666
FEDERATION/CLINICAL IMMUNOLOGY SOCIETIES,32000,0,32000
"ADVANCED HEARING CONCEPTS, INC.",160465,83130,243595
WHITE BRIAR CORPORATION,0,0,99672
"EMBEDRF, LLC",0,0,664561
"PAUL H. BROOKES PUBLISHING COMPANY, INC.",0,0,106967
"QUANTUMBIO, INC.",0,0,662519
EMPIRICAL TECHNOLOGIES CORPORATION,0,0,964641
UNIVERSITY OF EDINBURGH,480718,34215,514933
"BIOPTIGEN, INC.",0,0,1326400
DORN RESEARCH INSTITUTE,100000,25000,125000
"ADVANCED MATERIALS TECHNOLOGY, INC.",0,0,657113
"RADIABEAM TECHNOLOGIES, LLC",0,0,299896
HOSPITAL DISTRICT OF SOUTHWEST FINLAND,5150000,412000,5562000
OREGON HEALTH & SCIENCE UNIVERSITY,140314515,52105373,190719145
"PULMOTECT, INC",0,0,997525
"NEWPATH LEARNING, LLC",0,0,402198
PACIFIC SCIENCE AND ENGINEERING GROUP,0,0,154800
"MULTIMERIC BIOTHERAPEUTICS, INC.",0,0,300000
MAGEE-WOMEN'S RES INST AND FOUNDATION,18447947,3975968,21982346
"TENSIVE CONTROLS, INC.",0,0,820563
"STEMMED, LTD",0,0,139030
CIVIL ASSOCIATION OF THE AMAZON JUNGLE,260248,20820,281068
BIOO SCIENTIFIC CORPORATION,0,0,454498
TEXAS CHRISTIAN UNIVERSITY,987049,320333,1307382
VIRGINIA COMMONWEALTH UNIVERSITY,57487863,20135995,78658968
"MAPP BIOPHARMACEUTICAL, INC.",3432726,1322586,5735312
SHIFA BIOMEDICAL CORPORATION,0,0,753972
"MANDALA BIOSCIENCES, LLC",0,0,582458
GENETIVISION CORPORATION,0,0,1458991
WRIGHT STATE UNIVERSITY,4422281,1593718,6015999
"PROTEIN METRICS, INC.",0,0,417117
FLINDERS UNIVERSITY OF SOUTH AUSTRALIA,206150,16492,222642
"KITWARE, INC.",407041,237098,3629648
"SERACARE LIFE SCIENCES, INC.",0,0,3118669
HAMPTON UNIVERSITY,1698644,618846,2317490
ALBUS IMAGING LLC,0,0,299724
THE MIND RESEARCH NETWORK,6358743,3009684,9368427
CALIFORNIA RURAL INDIAN HEALTH BOARD,120000,6390,126390
UNIVERSITY HEALTH NETWORK,4151266,252890,4959105
"LIGHT AGE, INC.",0,0,149963
COLLINGE AND ASSOCIATES,0,0,994051
UNIVERSITY OF THE FREE STATE,243950,12723,256673
"DIAGNOSTIC PHOTONICS, INC.",0,0,1031786
"EDJ ASSOCIATES, INC.",0,0,2116622
"NEUROBIOTEX, INC.",0,0,144614
"LUMICELL DIAGNOSTICS, INC.",0,0,630952
MARINE BIOLOGICAL LABORATORY,4476488,1353331,5829819
"INNOVATION RESEARCH AND TRAINING, INC.",136800,68400,1395357
UNIVERSITY OF OREGON,19942688,6971657,26914345
"RADIANT GENOMICS, INC.",0,0,148262
CENTER FOR INNOVATIVE PUBLIC HEALTH RES,390011,134695,524706
HENRY FORD HEALTH SYSTEM,14909337,5303692,20213029
"JERICHO SCIENCES, LLC",0,0,345048
"KAYO TECHNOLOGY, INC.",0,0,148230
STATE UNIVERSITY NEW YORK STONY BROOK,34948961,16130371,51060131
"VERISTRIDE, INC.",0,0,149900
BASTYR UNIVERSITY,1626291,247074,1486578
SAINT LUKE'S HOSPITAL,454075,161982,376492
INDIANA UNIVERSITY BLOOMINGTON,19375542,7903340,27233276
SYMBION RESEARCH INTERNATIONAL,0,0,100000
"PPD, INC.",0,0,2231959
"AVATAR MEDICAL, LLC",0,0,999641
"NEUROCOG TRIALS, INC.",0,0,568573
"SOLIDUS BIOSCIENCES, INC.",0,0,485884
MOI UNIVERSITY,32390,2591,34981
SIGNUM BIOSCIENCES,0,0,1977254
"CELLERANT THERAPEUTICS, INC.",0,0,1689823
POPULATION COUNCIL,3356895,1476233,4833128
"ACOUSTIC MEDSYSTEMS, INC.",0,0,177408
LEXINGTON BIOMEDICAL RESEARCH INSTITUTE,209888,31483,241371
"AADI, LLC",0,0,168928
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,1160099,287639,1447738
CELLTRONIX,0,0,9000
ST. VINCENT HOSPITAL,835168,0,755168
"UT-BATTELLE, LLC-OAK RIDGE NATIONAL LAB",513072,176086,689158
"VIDASYM, INC.",0,0,577795
MISSISSIPPI STATE UNIVERSITY,3484964,1073472,4558436
WEIZMANN INSTITUTE OF SCIENCE,877463,48400,925863
"SEQUELLA, INC.",822463,259567,1379927
RETIVUE,0,0,225000
"PGXL TECHNOLOGIES, LLC",0,0,299654
"HEMOSHEAR, LLC",0,0,3213467
"DYNPORT VACCINE COMPANY, LLC",0,0,5956118
BIOPHYSICAL SOCIETY,236752,18036,254788
UNIVERSITY OF IDAHO,4588440,1007411,5595851
"CLARITRAC, INC.",0,0,200958
"DETECT BIOSCIENCES, LLC",0,0,519397
"HEARTVISTA, INC.",0,0,927643
AMERICAN UROLOGICAL ASSOCIATION,19000,0,19000
BAYCREST CENTRE FOR GERIATRIC CARE,191391,15311,206702
"HAGER BIOSCIENCES, INC.",0,0,374488
"3DT HOLDINGS, LLC",0,0,665248
"PEOPLE DESIGNS, INC.",0,0,555296
"NORWELL, INC.",0,0,976943
NRC--INSTITUTE FOR BIODIAGOSTICS,250548,11108,261656
"IMMUNO-MYCOLOGICS, INC.",0,0,591065
QUSPIN,0,0,575420
"LUCIDICOR, INC.",0,0,192034
"360FRESH, INC.",0,0,499892
MAINSTREAM ENGINEERING CORPORATION,0,0,149351
"COARE BIOTECHNOLOGY, INC.",0,0,220099
"DIABETOMICS, INC.",0,0,291375
"INTELLIGENT PROSTHETIC SYSTEMS, LLC",0,0,149555
"IQ SOLUTIONS, INC.",0,0,1174489
DE PAUL UNIVERSITY,791840,315460,1107300
KWAME NKRUMAH UNIVERSITY/SCIENCE/TECH,224537,17963,242500
"ALGOMEDIX, INC.",0,0,313424
"XEMED, LLC",0,0,1808178
"TECHLAB, INC.",0,0,299841
UNIVERSITY OF DENVER (COLORADO SEMINARY),2302631,862763,3165394
EMMES CORPORATION,2538798,786205,36991894
"MASONIC MEDICAL RESEARCH LABORATORY, INC",238000,178500,416500
DAYTOP VILLAGE,40000,0,40000
"ALERE WELLBEING, INC.",727835,143737,871572
EMMA PENDLETON BRADLEY HOSPITAL,533595,208119,741714
GROUP HEALTH COOPERATIVE,12430652,3986889,18822184
TUBERCULOSIS RESEARCH CENTRE,106702,8536,115238
"ALTRAVAX, INC.",311561,239902,1449935
SOUTHERN CALIFORNIA INST FOR RES/EDUC,1686849,330465,2017314
AMERICAN UNIVERSITY OF BEIRUT,189884,15191,205075
"MODULATION THERAPEUTICS, INC.",0,0,288301
"CALDERA PHARMACEUTICALS, INC.",0,0,1000000
"CRINETICS PHARMACEUTICALS, INC.",0,0,999917
"SEACHANGE PHARMACEUTICALS, INC.",0,0,757392
GEORGIA SOUTHERN UNIVERSITY,1193763,286026,1479789
"BRITEBIO, INC.",0,0,248998
"VIRIDIAN TECHNOLOGIES, INC.",0,0,999996
HEBREW REHABILITATION CENTER FOR AGED,5202878,1513401,6716279
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,15190781,5432406,25814015
"DIGITAL ARTFORMS, INC.",0,0,250000
UNIVERSITY OF ZAMBIA,3369244,269539,3638783
"BLUE MARBLE REHABILITATION, INC.",0,0,192382
"WHITE POINT SYSTEMS, INC.",0,0,326000
CALIFORNIA STATE POLY U POMONA,287329,119478,406807
"INVIVOSCIENCES, INC.",0,0,1030123
"SORRENTO THERAPEUTICS, INC.",0,0,297832
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,0,0,199939
"CLINICAL RESEARCH MANAGEMENT, INC.",0,0,3592098
CORIXA CORPORATION,0,0,4465387
"EMMYON, INC.",0,0,160002
AMERICAN COLLEGE OF MEDICAL GENETICS,0,0,2540405
"MOLECULAR NEUROIMAGING, LLC",0,0,813115
"EVE BIOMEDICAL, INC.",0,0,250000
CTR FOR MOLECULAR MEDICINE/IMMUNOLOGY,137907,110327,248234
MICHIGAN TECHNOLOGICAL UNIVERSITY,683243,321949,1005192
"AC DIAGNOSTICS, INC.",0,0,299995
PARK NICOLLET INSTITUTE,1898403,666948,2565351
"MISSOURI VALLEY CANCER CONSORTIUM, INC.",702507,51693,554200
GENERAL ELECTRIC GLOBAL RESEARCH CTR,3418349,2512856,5931205
BERNARD M. BARUCH COLLEGE,47450,27305,74755
"PROGENITEC, INC.",0,0,199918
"ADARZA BIOSYSTEMS, INC.",0,0,245912
SLOAN-KETTERING INST CAN RES,68426399,42347926,111289141
"KESSLER FOUNDATION, INC.",557867,191647,749514
"MJ DATA CORPORATION, LTD",0,0,562992
NORFOLK STATE UNIVERSITY,162561,33994,196555
CINCINNATI CHILDRENS HOSP MED CTR,72827754,26195645,105269995
NORWEGIAN INSTITUTE OF PUBLIC HEALTH,0,0,1176004
INSTITUTE/NUTRITION/CENT/AMERICA/PANAMA,0,0,689925
"NANOTHERAPEUTICS, INC.",0,0,996995
WESTERN UNIVERSITY OF HEALTH SCIENCES,660600,288686,949286
"TACONIC FARMS, INC.",0,0,1799608
SUN YAT-SEN UNIVERSITY,44204,3536,47740
CORNELL UNIVERSITY,45143705,18478194,63298438
DNA MEDICINE INSTITUTE,0,0,486288
"ADVANCED BIODEVICES, LLC",327007,64349,391356
"CONCORDANCE HEALTH SOLUTIONS, LLC",0,0,448089
RUTGERS THE STATE UNIV OF NJ NEWARK,4693388,2056097,6749485
WOODS HOLE OCEANOGRAPHIC INSTITUTION,848322,518481,1366803
"AKINA, INC.",0,0,325813
"PARTEK, INC.",0,0,598866
IOWA ONCOLOGY RESEARCH ASSOCIATION,747553,0,747553
DETON CORPORATION,0,0,296721
"SPHYNKX THERAPEUTICS, LLC",0,0,316867
SCRIPPS RESEARCH INSTITUTE,131563460,69776517,198275639
"ONCOSCOPE, INC.",0,0,912907
"GINER, INC.",0,0,374732
"NEVUS OUTREACH, INC.",30000,0,30000
"CYTOGRAFT TISSUE ENGINEERING, INC.",0,0,207689
"ACTUATED MEDICAL, INC.",0,0,3541051
NATIONAL COLLEGE OF NATURAL MEDICINE,194388,11656,206044
SOCIAL SCIENCE RESEARCH COUNCIL,6000,0,6000
UNIVERSITY OF CALIFORNIA,265919507,99088243,362004733
"SENSIQ TECHNOLOGIES, INC.",0,0,320572
GEORGIA STATE UNIVERSITY,15482496,5032329,20457240
"MANDALMED, INC.",0,0,299958
"RIPPLE, LLC",0,0,1000000
UNIVERSITY OF MICHIGAN,296174558,116766820,412016862
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",48500,0,48500
SANFORD-BURNHAM MEDICAL RESEARCH INSTIT,30158529,23429736,53588265
HACKENSACK UNIVERSITY MEDICAL CENTER,446628,336478,783106
UNIVERSITY OF THE VIRGIN ISLANDS,1483401,356391,1839792
LA JOLLA INFECTIOUS DISEASE INSTITUTE,218875,207931,426806
"COGITO HEALTH, INC.",0,0,336770
NOGUCHI MEMORIAL INSTITUTE / MEDICAL RES,1678991,73855,1752846
PUBLIC HEALTH ENGLAND,0,0,4855044
INTERNATION ASSN/ENVIR/MUTAGEN SOCIETIES,10000,0,10000
INSTITUTE OF MOLECULAR MEDICINE,52190,0,52190
ROSWELL PARK CANCER INSTITUTE CORP,23413008,11013480,34281239
SHANGHAI MENTAL HEALTH CENTER,81095,6488,87583
UNIVERSITY OF LOUISVILLE RES FDN,34149235,13218704,47383635
OAKLAND UNIVERSITY,1398344,599805,1998149
NAT'L/AUTONOMO/UNIVERSITY NICARAGUA-LEON,60000,4800,64800
UNIVERSITY OF NORTH DAKOTA,7970942,1859344,9830286
"CELL MICROSYSTEMS, INC.",0,0,301352
"NEW ENGLAND BIOLABS, INC.",0,0,2411136
MUHIMBILI UNIVERSITY/ ALLIED HLTH SCIS,364075,23866,387941
GREENVILLE HOSPITAL SYSTEM,659401,334778,913669
SWARTHMORE COLLEGE,250000,99200,349200
"ALEXANDER BIODISCOVERIES, LLC",0,0,1000000
"XENOBIOTIC LABORATORIES, INC.",0,0,281475
"NICOLALDE R AND D, LLC",0,0,142612
OREGON RESEARCH INSTITUTE,12052060,5258694,17310754
"ENGINEERING ARTS, LLC",0,0,599557
"ROCKLAND IMMUNOCHEMICALS, INC.",0,0,249975
ROCKEFELLER UNIVERSITY,41610138,19757453,61367051
"ANGEL MEDICAL SYSTEMS, INC.",0,0,580665
"IMPEL NEUROPHARMA, INC.",0,0,346264
GVD CORPORATION,0,0,598489
"SIXONE SOLUTIONS, LLC",0,0,292886
"APPLIED NANOTECH, INC.",0,0,175056
"DIAGNOLOGIX, LLC",0,0,143649
GYNECOLOGIC ONCOLOGY GROUP,14385805,874965,13056414
"REACTIVE INNOVATIONS, LLC",0,0,497800
"VASCULOX, INC.",0,0,1626504
BANNER HEALTH,619738,248815,868553
"NANOCOMPOSIX, INC.",0,0,997267
XAVIER UNIVERSITY OF LOUISIANA,2521689,705954,3116164
VIRGIN INSTRUMENTS CORPORATION,0,0,496700
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,46296,3704,50000
RICE UNIVERSITY,9652210,2346587,11864869
"BIOMEDICAL RESEARCH MODELS, INC.",0,0,446168
GENETIC INFORMATION RESEARCH INSTITUTE,327384,195260,522644
NAT'L HOSPITAL/TUBERCULOSIS/PUL/DISEASES,4630,370,5000
UNIVERSITY OF TEXAS DALLAS,6491762,3070644,9562406
"NYMIRUM, INC.",0,0,244585
"SPRING BANK TECHNOLOGIES, INC.",464361,223194,687555
"NOVASTERILIS, INC.",0,0,517818
"MICRO VIDE, LLC",0,0,207628
NATIONAL ACADEMY OF SCIENCES,0,0,1215592
BRIGHTOUTCOME INC.,0,0,618344
UNIVERSITY OF CALIFORNIA LOS ANGELES,252681223,85516388,341211533
SAN FRANCISCO STATE UNIVERSITY,4808810,1151409,5955274
DR RAM MANOHAR LOHIA HOSPITAL,47156,3772,50928
TAMPA VA RESEARCH AND EDUCATION FDN,214713,66223,262012
PARENTS AGAINST CANCER,124005,0,124005
"DIAPEDIA, LLC",0,0,537847
TOURO UNIVERSITY OF CALIFORNIA,1184929,277711,1462640
RESEARCH TRIANGLE INSTITUTE,37279304,11909616,66216192
LOS GATOS RESEARCH,0,0,417042
"IMMUVEN, INC.",0,0,683418
"NANOVA, INC.",0,0,625683
"HARLAN LABORATORIES, INC.",0,0,806082
"EIC LABORATORIES, INC.",0,0,967179
SPECTRUM HEALTH HOSPITALS,1122102,471552,1593654
SALISH KOOTENAI COLLEGE,479090,52004,531094
UNIVERSITY OF CALIFORNIA SYS OFFICE/PRES,10000,0,10000
AMERICAN DENTAL ASSOCIATION FOUNDATION,314831,134916,449747
EDVENTURE CHILDREN'S MUSEUM,230938,13991,244929
"SAGE THERAPEUTICS, INC.",125000,37500,162500
RUSH UNIVERSITY MEDICAL CENTER,30371053,12360247,45437027
BAVARIAN NORDIC A/S,0,0,544748
RBHS-SCHOOL OF DENTAL MEDICINE,393000,230558,623558
UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,8439323,3661791,11955060
"AGGAMIN PHARMACEUTICALS, LLC",0,0,245087
CONNECTICUT CHILDREN'S MEDICAL CENTER,2271381,512728,2784109
HOPE COLLEGE,195750,44551,240301
"PORTLAND VA RESEARCH FOUNDATION, INC.",51583,2099,53682
"ADVANCED GENETIC SYSTEMS, INC.",0,0,279588
UTAH STATE UNIVERSITY,1219164,425276,5004610
"NOVAFLUX TECHNOLOGIES, INC.",0,0,999999
SOUTH CAROLINA STATE UNIVERSITY,74575,22373,73904
KANSAS STATE UNIVERSITY,4811741,1710684,6401404
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,15000,0,15000
"ENANTA PHARMACEUTICALS, INC.",0,0,9218951
"NOVERATECH, LLC",0,0,463911
"DNA SOFTWARE, INC.",0,0,368250
"LEUKOGENE THERAPEUTICS, INC.",0,0,224701
BOSTON UNIVERSITY MEDICAL CAMPUS,74553744,27974887,107762256
PACIFIC SCIENCE CENTER,231141,18491,249632
"ACCELEREYES, LLC",0,0,499601
"SYNTERMED, INC,",0,0,1030238
"AURITEC PHARMACEUTICALS, INC.",0,0,2089688
TRIA BIOSCIENCE CORPORATION,0,0,1800137
UNIVERSITY OF CALIFORNIA RIVERSIDE,11396853,4438447,15835300
"PROTEIN POTENTIAL, LLC",717988,345100,1963088
"TETRA DISCOVERY PARTNERS, LLC",380394,49288,1437329
CANADIAN MEMORIAL CHIROPRACTIC COLLEGE,276580,21147,297727
MOREHOUSE SCHOOL OF MEDICINE,23150248,6739847,27800365
"AGRI-ANALYSIS, LLC",0,0,225000
UNIVERSAL STABILIZATION TECHNOLOGIES,403064,116722,519786
"SMARTMOVE, INC.",0,0,361908
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,5000,0,5000
"ICHOR MEDICAL SYSTEMS, INC.",0,0,1
ESSEN BIOSCIENCE,0,0,16800
"NEW MEXICO CONSORTIUM, INC.",164626,10000,174626
AMERICAN GASTROENTEROLOGICAL ASSN/INST,132641,10611,143252
"SANDSTONE DIAGNOSTICS, INC.",0,0,149189
LEHIGH UNIVERSITY,1974223,1018179,2992402
"L A BRUELL, INC.",0,0,487185
FOX CHASE CANCER CENTER,141750,111274,253024
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,915648
"PRECISION GENOME ENGINEERING, INC.",0,0,507713
YORK UNIVERSITY,220963,17677,238640
"CLAREMONT BIOSOLUTIONS, LLC",0,0,1000000
"MIRTECH, INC.",0,0,249183
TECH ASSISTANCE INST/INTELLECTUAL DISABL,0,0,589458
"ENSION, INC.",0,0,760037
"HARMONIA HOLDINGS GROUP, LLC",0,0,457491
"ENTROGEN, INC.",0,0,145080
"AEROSOL DYNAMICS, INC.",0,0,149758
ASSESSMENTS ILLUSTRATED,0,0,420558
"ENVIROFIT INTERNATIONAL, LLC",0,0,97449
LAVAL UNIVERSITY,1066224,85298,1151522
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,13065744,7165538,20231124
ALABAMA FIRE COLLEGE,543352,43468,586820
"WEST FACE MEDICAL DEVICES, INC.",0,0,100223
"FOX CHASE CHEMICAL DIVERSITY CENTER, INC",0,0,2560120
LOUISIANA STATE UNIV A&M COL BATON ROUGE,11950018,3293164,14760405
BATTELLE PACIFIC NORTHWEST LABORATORIES,7393439,5294697,12649489
"CORNERSTONE SYSTEMS NORTHWEST, INC.",0,0,234008
STEVENS INSTITUTE OF TECHNOLOGY,758490,318096,1076586
INSTITUTE FOR RARE/NEGLECTED DISEASES,269193,7708,276901
NORTH CAROLINA AGRI & TECH ST UNIV,1195007,214771,1409778
"13THERAPEUTICS, INC.",0,0,999411
"21ST CENTURY THERAPEUTICS, INC.",0,0,276418
"KERANETICS, LLC",0,0,403612
UNIVERSITY OF WISCONSIN-MADISON,176091032,62406007,240740136
UNIVERSITY OF SHEFFIELD,337500,24127,361627
"NAVIGEN, INC.",126262,61921,2080215
RAPID CITY REGIONAL HOSPITAL,480160,111258,451169
AMERICAN UNIVERSITY,1543612,384231,1927843
"BIOSENTINEL, LLC",0,0,345570
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,2055609,1294173,3349782
SIXAL CORPORATION,0,0,200000
KECK GRADUATE INST OF APPLIED LIFE SCIS,641793,161341,803134
"SYMIC BIOMEDICAL, INC.",0,0,409374
"CROSSROADS CONSULTING, LLC",0,0,149947
MOREHEAD STATE UNIVERSITY,484902,113523,598425
FLORIDA STATE UNIVERSITY,11784890,4130953,15704150
"PHARMASEQ, INC.",0,0,1106247
PARATEK PHARMACEUTICALS,1,0,1
"STEMSYNERGY THERAPEUTICS, INC.",0,0,859094
AMERICAN INSTITUTES FOR RESEARCH,976116,565374,1541490
BIOMEDICAL RESEARCH FDN/CENTRAL ARKANSAS,188899,69704,258603
"PICOCAL, INC.",0,0,410789
GERONTOLOGICAL SOCIETY OF AMERICA,79926,0,79926
MCMASTER UNIVERSITY,1369612,109118,1478730
BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),29601948,12527732,45230769
"BIOSENSE TECHNOLOGIES, INC.",0,0,613119
"SCARAB GENOMICS, LLC",0,0,1193577
"BROAD INSTITUTE, INC.",73109237,16529591,98855705
"VIGNET, INC.",0,0,198824
"THERAGNOSTIC TECHNOLOGIES, INC.",0,0,160493
STARSHIP HEALTH TECHNOLOGIES,0,0,145843
INSTITUTE OF HUMAN VIROLOGY,1203054,76244,1279298
ILLINOIS INSTITUTE OF TECHNOLOGY,6488613,1187037,7592106
"CYBERLOGIC, INC.",0,0,302612
"TRIAD INTERACTIVE, INC.",0,0,45477
"OMNEURON, INC.",0,0,828789
"SCR, INC.",0,0,908941
"ANCORA PHARMACEUTICALS, INC.",0,0,299248
KING'S COLLEGE LONDON,865983,43608,909591
CAUCASECO SCIENTIFIC RESEARCH CENTER,1545667,123653,1669320
COMMUNITY BASED ORGANIZATION PARTNERS,43889,0,43889
"AMBERGEN, INC",0,0,1135459
"TASSO, INC.",0,0,196601
PUBLIC HEALTH FOUNDATION OF INDIA,79012,6321,85333
LOUISIANA STATE UNIV AGRICULTURAL CENTER,573682,104068,677750
HOSPITAL FOR SPECIAL SURGERY,4283766,2488686,6672437
UNIVERSITY OF NEVADA LAS VEGAS,5589016,1133805,6722821
"ECHELON BIOSCIENCES, INC.",0,0,520907
"TRUDEAU INSTITUTE, INC.",499634,309820,809454
GENEVA FOUNDATION,3028609,285648,3314257
"CYTEL, INC",0,0,994984
REGENERATIVE RESEARCH FOUNDATION,1070986,700459,1771445
CREIGHTON UNIVERSITY,5807240,2174985,7982225
YELLOWSTONE SCIENTIFIC INSTRUMENTS,0,0,149800
"TRIUS THERAPEUTICS, INC.",0,0,3624974
"PANORAMA RESEARCH, INC.",0,0,1165687
BUFFALO STATE COLLEGE,289000,108758,397758
ALLEN INSTITUTE FOR BRAIN SCIENCE,849567,674562,1524129
INSTITUTE FOR NEURODEGENERATIVE DISORDRS,29585,8639,38224
TATA MEMORIAL HOSPITAL,170306,13624,183930
UNIVERSITY OF THE GAMBIA,70370,5630,76000
"ORACLE BIOSCIENCES, LLC",0,0,995819
"BIOTHERYX, INC.",0,0,289518
WHITEHEAD INSTITUTE FOR BIOMEDICAL RES,11088431,7901867,18968441
"AARDEN PHARMACEUTICALS, INC.",0,0,249269
SILENT SPRING INSTITUTE,908258,153831,1062089
UNIVERSITY OF CALGARY,461371,35656,497027
"HAWAII BIOTECH, INC.",0,0,268909
SELEXYS PHARMACEUTICALS CORPORATION,0,0,1037638
"UES, INC.",0,0,149998
"AMAR INTERNATIONAL, INC.",0,0,399854
SAVANNAH STATE UNIVERSITY,1148527,229849,1246198
"EVIDENCE-BASED PRACTICE INSTITUTE, LLC",0,0,340071
MISSOURI UNIVERSITY OF SCIENCE & TECHNOL,120625,62007,182632
"BEXION PHARMACEUTICALS, INC.",0,0,960270
"NOVARTIS VACCINES AND DIAGNOSTICS, INC.",0,0,2186845
UNIVERSITY OF ALBERTA,1162261,52635,1214896
TECHNION-ISRAEL INSTITUTE OF TECHNOLOGY,576707,46136,622843
IMQUEST BIOSCIENCES,3321181,620991,3942172
"PRECLINOMICS, INC.",0,0,668483
